file,event,lab_a,lab_b,gap,angle,offset,e_a,e_b,len_a,len_b,reason
flow0000001,0,75,88,4.657164054303797,0.9217185176418435,0.8153613062660005,496.63910614699125,308.841709472239,298.1083156145504,197.94620154568392,anchors 7.0cm > eps5
flow0000001,0,177,178,38.87434804786121,1.5515554510458904,1.2578174491380072,154.00287829339504,2.40960656106472,105.84918442220021,24.13115971190517,anchors 38.9cm > eps5
flow0000001,0,124,143,13.011235562512196,13.468176521931342,4.490397425916772,388.04010370373726,73.22827877104282,291.6926975608316,43.82024861883122,anchors 11.0cm > eps5
flow0000001,1,133,137,4.685557245038109,1.9597071297306448,0.12424627247820842,110.56627031415701,70.862778455019,33.678865636782355,24.18389858693355,anchors 5.3cm > eps5
flow0000001,1,133,141,44.427706874411626,14.23314263873519,2.137886435478643,110.56627031415701,51.11015162616968,33.678865636782355,24.373604675691688,anchors 44.4cm > eps5
flow0000001,1,137,141,15.73925936296056,14.394643712189062,3.014417230262769,70.862778455019,51.11015162616968,24.18389858693355,24.373604675691688,anchors 16.4cm > eps5
flow0000001,1,12,15,48.701929092145754,4.232334145272359,2.3424752718998465,1664.0052675455809,403.8218803703785,162.9462263100868,47.1012598854267,anchors 48.6cm > eps5
flow0000001,1,17,27,50.38083775959253,0.25811690835401213,3.206118601510135,84.53494219481945,311.9894981831312,52.372535732313025,193.58439273460425,anchors 50.9cm > eps5
flow0000001,1,30,34,5.046060674722754,1.4263738955268457,0.8037803815591822,354.7447632700205,606.3292972445488,63.71863589366633,74.27529157046126,anchors 5.8cm > eps5
flow0000001,1,26,49,58.04966730329664,1.279601092664452,3.1331412097698044,564.2045795097947,139.49221585690975,372.0046090483552,77.7987261895333,anchors 58.7cm > eps5
flow0000001,1,56,87,59.626540432528564,0.6461442483527986,1.2021269637182563,302.4220879524946,247.0181766450405,197.53039747342837,142.97589458093177,anchors 60.0cm > eps5
flow0000001,1,70,72,62.696623982416696,2.492740633404705,2.1663573846497184,117.21915993839502,541.5635456219316,78.85988391053411,356.96591928245005,anchors 64.6cm > eps5
flow0000001,1,80,92,37.64734803090832,11.087621196623568,2.8070371927446267,58.65917979180813,91.19658850133419,38.17543391334067,48.91110030458249,anchors 38.4cm > eps5
flow0000001,1,121,122,0.8215483476031071,3.381262517505067,0.7823360847765041,1127.8332238197327,1000.6898171976209,495.08578910769666,86.38833727349913,anchors 6.9cm > eps5
flow0000001,1,123,131,57.1021741241502,0.20826492518818354,1.6362053317663028,316.9962837845087,352.5361091271043,195.96229699028748,244.49248215884495,anchors 57.5cm > eps5
flow0000001,10,15,16,7.253294899521323,14.199075165486997,1.4734717281553378,261.8508010134101,127.79416794329882,178.75384720008935,46.772087528883084,anchors 9.2cm > eps5
flow0000001,10,15,23,5.856271169759624,13.381001920619722,1.717859426325008,261.8508010134101,90.6539381891489,178.75384720008935,38.592858978333126,anchors 5.5cm > eps5
flow0000001,10,29,38,30.36735895823085,14.754244030497542,0.9037489459741518,167.00930588692427,47.46206545084715,60.123334385326054,21.562862524262584,anchors 30.3cm > eps5
flow0000001,10,17,30,53.12736271907966,1.2627774146207658,4.192883645864934,115.83801084011793,79.9926275163889,73.63109254024269,52.21680438529799,anchors 55.3cm > eps5
flow0000001,10,18,19,14.291209312167222,4.255481798063293,1.9501970355518174,79.36574432253838,166.94402278214693,30.190271928578497,43.24877041790822,anchors 15.4cm > eps5
flow0000001,10,39,54,42.79667928195004,1.099144933347347,1.5425302294230208,341.24886827915907,198.3348281532526,235.08528085492426,129.17142745909564,anchors 44.3cm > eps5
flow0000001,10,100,103,5.471146068511432,12.660119677453677,1.7086478420204743,129.150320507586,100.48518998920918,99.86032567441082,52.29309576351285,anchors 5.4cm > eps5
flow0000001,10,53,82,40.25214943266918,3.7694338753769197,1.5102062318456917,146.43999753147364,572.789703220129,92.32438878244031,410.2482428821136,anchors 40.7cm > eps5
flow0000001,10,72,79,4.39492733686951,5.216797159629414,4.394744517227328,238.2238193526864,398.9173234850168,37.629911475570964,57.555053346214805,doca 1.93 >= 0.75 (bnd)
flow0000001,10,91,108,10.649317490074687,13.02215790889827,2.733573135724725,80.06412054598331,108.12274800986052,31.81858053514808,39.79499132060876,anchors 11.2cm > eps5
flow0000001,10,114,116,4.256086087418206,7.051103231910435,3.5386076796732895,147.7848399952054,54.60999580472708,35.22982435622055,24.818589559894193,anchors 5.8cm > eps5
flow0000001,11,111,112,6.476695426784053,7.915294787347236,4.5296307035444165,73.8565950319171,234.16795196384192,49.80811479591082,149.4689504669813,anchors 6.4cm > eps5
flow0000001,11,9,34,53.51263687391903,1.4532509937301572,2.393427900998447,136.2974537536502,555.97675935179,85.76426805001049,359.16521256584485,anchors 54.2cm > eps5
