file,event,label,e_mev,length,n_tpcs,purity,foreign,hint,dom_t0,top_foreign,vp_merged
flow0000001,12,40,590.2516752183437,460.4824891000462,5,0.9909286490015694,5.354380123317242,mixed/absorbed,179.18776570819844,g40:3MeV(t0 457),
flow0000001,12,44,718.5697034597397,446.69702558850173,5,0.9892038634277163,7.757776655256748,mixed/absorbed,168.93778153503834,g32:8MeV(t0 364),
flow0000001,12,57,55.64148007333279,29.795243294784402,1,0.6365340386752656,20.223784044384956,mixed/absorbed,178.9708717687806,g12:16MeV(t0 138),
flow0000001,12,87,207.88089814037085,74.46393177772583,2,0.9544804871777466,9.462637208402157,mixed/absorbed,490.1655887786998,g44:9MeV(t0 503),
flow0000001,12,131,219.75011852383614,158.62555970120889,3,0.947999119325642,11.427199691534042,mixed/absorbed,540.7459495298324,g29:11MeV(t0 301),
flow0000001,12,171,68.8775159791112,30.260284330121912,1,0.6690963276858555,22.791822977364063,mixed/absorbed,503.4549579472505,g50:21MeV(t0 571),
flow0000001,12,179,78.28967768698931,30.65940103762143,1,0.848003072849449,11.899790436029434,mixed/absorbed,282.8114368628103,g43:12MeV(t0 489),
flow0000001,2,27,92.68537671864033,41.31269242280434,1,0.7434743756803024,23.776174128055573,mixed/absorbed,601.9069678896949,g45:24MeV(t0 609),
flow0000001,2,83,201.05429016798735,79.77635640595,2,0.8857720532865815,22.966018743813038,mixed/absorbed,216.06603046492035,g21:23MeV(t0 319),yes
flow0000001,2,93,178.7113346606493,84.43957279390048,2,0.8468027544837647,27.37808421254158,mixed/absorbed,29.864631098602455,g16:27MeV(t0 215),yes
flow0000001,2,116,176.43787037581205,93.42539210446752,1,0.9439985780350539,9.88077162951231,mixed/absorbed,80.954932153005,g5:10MeV(t0 87),yes
flow0000001,2,136,162.35378174483776,76.33560085189438,1,0.9438628055937716,9.11408580839634,mixed/absorbed,192.27647803191837,g18:9MeV(t0 232),yes
flow0000001,2,149,111.7049144282937,55.49380082888156,2,0.9317414019135685,7.624820858240128,mixed/absorbed,215.3083134364415,g24:8MeV(t0 352),yes
flow0000001,3,11,794.235130392015,507.1885894527652,5,0.9812991853585875,14.852843955159187,mixed/absorbed,200.61296451006723,g6:13MeV(t0 69),
flow0000001,3,29,167.13780514150858,88.34784323429324,1,0.8487689496124508,25.27642583101988,mixed/absorbed,317.7287187114515,g35:25MeV(t0 432),yes
flow0000001,3,34,81.9358534887433,30.804341525181393,1,0.750435308265214,20.448296017944813,mixed/absorbed,317.6727523803711,g41:20MeV(t0 498),
